293
0.278689 0.114754 0.209836 0.157377 0.180328 0.0360656 0.00655738 0.00327869 0.00327869 0.00327869 
0.822951 0.0721311 0.052459 0.0196721 0.00327869 0.00327869 0.00655738 0.00655738 0.00327869 0.00327869 
0.75082 0.111475 0.0655738 0.0327869 0.00655738 0.00655738 0.00655738 0.00655738 0.00327869 0.00327869 
0.786885 0.0918033 0.0688525 0.0163934 0.00655738 0.00983607 0.00327869 0.00327869 0.00327869 0.00327869 
0.0918033 0.793443 0.052459 0.0163934 0.00983607 0.00655738 0.00655738 0.00983607 0.00327869 0.00327869 
0.868852 0.0360656 0.0262295 0.0131148 0.0229508 0.00327869 0.00327869 0.00655738 0.00327869 0.00983607 
0.321311 0.331148 0.291803 0.0131148 0.00983607 0.00655738 0.00983607 0.00327869 0.00327869 0.00327869 
0.842623 0.0786885 0.0295082 0.00655738 0.00327869 0.00983607 0.00983607 0.00655738 0.00327869 0.00327869 
0.937705 0.0196721 0.00655738 0.00327869 0.00327869 0.00327869 0.00655738 0.00655738 0.00327869 0.00327869 
0.842623 0.0786885 0.0295082 0.00655738 0.00327869 0.00983607 0.00983607 0.00655738 0.00327869 0.00327869 
0.842623 0.0786885 0.0295082 0.00655738 0.00327869 0.00983607 0.00983607 0.00655738 0.00327869 0.00327869 
0.842623 0.0786885 0.0295082 0.00655738 0.00327869 0.00983607 0.00983607 0.00655738 0.00327869 0.00327869 

164
0.0170455 0.0170455 0.0454545 0.0738636 0.170455 0.0738636 0.0795455 0.170455 0.0738636 0.267045 
0.0170455 0.0397727 0.0795455 0.136364 0.119318 0.0965909 0.0909091 0.0909091 0.0284091 0.289773 
0.0113636 0.0340909 0.0909091 0.159091 0.0909091 0.0965909 0.102273 0.125 0.0454545 0.232955 
0.130682 0.0909091 0.0965909 0.130682 0.0681818 0.0681818 0.0568182 0.0965909 0.0284091 0.221591 
0.00568182 0.0795455 0.181818 0.170455 0.136364 0.170455 0.0454545 0.0795455 0.00568182 0.113636 
0.0681818 0.0454545 0.0681818 0.0965909 0.0795455 0.0284091 0.0340909 0.0454545 0.0511364 0.471591 
0.0113636 0.0284091 0.159091 0.153409 0.130682 0.0227273 0.210227 0.125 0.0397727 0.107955 
0.159091 0.0284091 0.125 0.0965909 0.0795455 0.0625 0.0738636 0.0738636 0.0511364 0.238636 
0.477273 0.113636 0.136364 0.0738636 0.0340909 0.0227273 0.0340909 0.0340909 0.00568182 0.0568182 
0.159091 0.0284091 0.125 0.0965909 0.0795455 0.0625 0.0738636 0.0738636 0.0511364 0.238636 
0.159091 0.0284091 0.125 0.0965909 0.0795455 0.0625 0.0738636 0.0738636 0.0511364 0.238636 
0.159091 0.0284091 0.125 0.0965909 0.0795455 0.0625 0.0738636 0.0738636 0.0511364 0.238636 

