293
0.281457 0.115894 0.211921 0.15894 0.182119 0.0364238 0.00662252 0.00331126 0.00331126 0.00331126 
0.831126 0.0728477 0.0529801 0.0198675 0.00331126 0.00331126 0.00662252 0.00662252 0.00331126 0.00331126 
0.758278 0.112583 0.0662252 0.0331126 0.00662252 0.00662252 0.00662252 0.00662252 0.00331126 0.00331126 
0.794702 0.0927152 0.0695364 0.0165563 0.00662252 0.00993377 0.00331126 0.00331126 0.00331126 0.00331126 
0.0927152 0.801325 0.0529801 0.0165563 0.00993377 0.00662252 0.00662252 0.00993377 0.00331126 0.00331126 
0.877483 0.0364238 0.0264901 0.013245 0.0231788 0.00331126 0.00331126 0.00662252 0.00331126 0.00993377 
0.324503 0.334437 0.294702 0.013245 0.00993377 0.00662252 0.00993377 0.00331126 0.00331126 0.00331126 
0.850993 0.0794702 0.0298013 0.00662252 0.00331126 0.00993377 0.00993377 0.00662252 0.00331126 0.00331126 
0.94702 0.0198675 0.00662252 0.00331126 0.00331126 0.00331126 0.00662252 0.00662252 0.00331126 0.00331126 

164
0.017341 0.017341 0.0462428 0.0751445 0.17341 0.0751445 0.0809249 0.17341 0.0751445 0.271676 
0.017341 0.0404624 0.0809249 0.138728 0.121387 0.0982659 0.0924855 0.0924855 0.0289017 0.294798 
0.0115607 0.0346821 0.0924855 0.16185 0.0924855 0.0982659 0.104046 0.127168 0.0462428 0.236994 
0.132948 0.0924855 0.0982659 0.132948 0.0693642 0.0693642 0.0578035 0.0982659 0.0289017 0.225434 
0.00578035 0.0809249 0.184971 0.17341 0.138728 0.17341 0.0462428 0.0809249 0.00578035 0.115607 
0.0693642 0.0462428 0.0693642 0.0982659 0.0809249 0.0289017 0.0346821 0.0462428 0.0520231 0.479769 
0.0115607 0.0289017 0.16185 0.156069 0.132948 0.0231214 0.213873 0.127168 0.0404624 0.109827 
0.16185 0.0289017 0.127168 0.0982659 0.0809249 0.0635838 0.0751445 0.0751445 0.0520231 0.242775 
0.485549 0.115607 0.138728 0.0751445 0.0346821 0.0231214 0.0346821 0.0346821 0.00578035 0.0578035 

